Features	Feature IDs	Omnivore (mean)	Veggie (std)	Omnivore (std)	Veggie (mean)
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia	4424924	0.0	3.5609772441e-06	0.0	2.81567378718e-07
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis	649518	0.0	2.33244661115e-06	0.0	1.31418478489e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	191468	1.98276813631e-08	1.39036821459e-06	9.31827261209e-07	7.83383741466e-08
Bacteria,Firmicutes,Clostridia,Clostridiales	176062	0.000477952337288	0.00124158414802	0.00143735473906	0.000371435059472
Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae	967433	0.0	3.40401559542e-06	0.0	2.46708634148e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	183576	5.48466612484e-06	2.68266234227e-05	3.16954863643e-05	7.71512317563e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	193171	1.895052091e-08	1.15452463403e-06	9.64058278459e-07	6.50500937762e-08
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	174688	1.1186235257e-08	1.68639286583e-06	5.69070515554e-07	9.50174737134e-08
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira	356644	4.10886000978e-08	0.0	1.21359706748e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	1137375	0.0	2.36754686998e-06	0.0	1.33396154029e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	288682	5.75686217014e-06	2.42112832663e-05	2.93025890761e-05	5.605415641e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	4450198	1.83251591656e-05	3.98455063619e-05	4.89980791225e-05	1.63853869355e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	267502	0.0	1.49304360669e-06	0.0	8.41234771127e-08
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae	802787	1.63998606143e-08	0.0	8.3430009475e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	531722	1.76571207857e-08	0.0	8.98259923728e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	529180	2.05430016588e-08	0.0	1.04507157917e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella	141108	1.769027742e-08	0.0	8.99946680936e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	317720	2.0845675276e-08	0.0	1.06046930928e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	312619	2.64592303884e-08	2.40846116623e-06	8.01258499689e-07	1.35701413466e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella	4324196	8.18304944252e-07	8.9410731378e-06	9.73759314861e-06	1.47623362833e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	179460	1.30952705143e-05	5.83919374694e-05	5.0368897243e-05	1.50579658985e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella	2016098	2.23623044451e-05	8.80522902292e-05	0.000257693847642	1.71619265062e-05
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces	561221	0.0	2.43498284906e-06	0.0	1.37195741005e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas	606755	5.04386876135e-06	1.82683575871e-05	4.47819822199e-05	4.51554615744e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	4372581	0.000142479458873	4.44435694875e-05	0.00654973478992	1.50919951877e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	181990	3.68080714099e-08	2.08374691684e-06	1.10359084469e-06	1.1740583817e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	324286	2.83362875394e-06	3.60705560629e-05	1.9483756259e-05	7.69153455995e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	241483	4.46226870907e-09	3.38528807164e-06	2.27006271232e-07	1.90739374482e-07
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae	4323379	2.4214289055e-08	0.0	9.11101821515e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	290211	1.63125904717e-08	0.0	8.29860454074e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	574290	1.08118911666e-07	3.69426270173e-06	2.28833207324e-06	2.81210270222e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	179663	7.28747178512e-05	0.000133287303907	0.000181011171064	6.83145231208e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	179664	3.53908413803e-06	2.71987293991e-05	1.96977456864e-05	4.85717505666e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	4435236	2.43992707726e-08	0.0	8.96217050373e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	300620	7.82574765772e-05	0.000390961782505	0.00027857233484	0.000101508224241
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	350447	6.30396656862e-08	1.97793049713e-06	1.53507925275e-06	1.11443758347e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	264684	0.0	1.6719350578e-06	0.0	9.4202868515e-08
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis	4374084	1.42939900859e-05	4.25663427295e-05	4.817161976e-05	1.18406449402e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	265886	1.54904675388e-06	1.51682084123e-05	1.29757385422e-05	2.59696121882e-06
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium	79085	0.0	2.08777467833e-06	0.0	1.17632776821e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	258522	0.0	2.42227603383e-06	0.0	1.36479793075e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae	104272	0.0	2.15390836004e-06	0.0	1.21358987652e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	1646171	1.45326780491e-08	1.07943793044e-06	7.39312056271e-07	6.08194373083e-08
Bacteria,Firmicutes,Clostridia,Clostridiales	187929	7.82177569947e-05	0.000161080160158	0.000199307266825	7.7260050722e-05
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides	1000876	0.0	1.90688240635e-06	0.0	1.07440651933e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	333949	0.000132411792159	0.000266852949451	0.000417412631612	0.000106541475315
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	239358	1.0420874677e-05	3.68513911616e-05	3.53220368182e-05	1.25463676045e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister	4437515	0.00506683399403	0.0193677476437	0.0193762652522	0.00643747289627
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	293975	4.57847577375e-06	2.10360523951e-05	2.92468111373e-05	4.63229668588e-06
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	3167757	3.83423560236e-08	0.0	1.41479300494e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4354486	4.2719985865e-05	8.36088375831e-05	0.000128959018733	3.19433012623e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	269401	1.43018297918e-08	2.91601237716e-06	7.27568253844e-07	1.64298684493e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	2506486	0.000151482389512	0.000275254957326	0.000333563219392	0.000136791651314
Bacteria,Firmicutes,Clostridia,Clostridiales	154424	1.54037693794e-08	0.0	7.83626553602e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	199716	7.82670257858e-05	0.000279244166736	0.000123271504246	9.80993488056e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,eutactus	190679	0.0	4.00351517546e-06	0.0	2.25572525627e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	291875	1.77097440251e-08	0.0	9.00936993652e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	181239	3.00378894718e-05	6.41666755764e-05	6.81940006571e-05	3.07650330403e-05
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	178253	3.60847899677e-05	0.000149484514785	0.000149149031667	3.85156676938e-05
Bacteria,Proteobacteria,Gammaproteobacteria	1110164	4.15584302964e-08	4.92987986671e-06	1.23924331564e-06	3.9333525764e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	173876	0.00830260671148	0.0234320933693	0.0235598216621	0.0108010506949
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella	3123133	1.63769140211e-08	0.0	8.33132746727e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4363552	2.96043854845e-08	0.0	1.08495627422e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	83013	0.0	2.55855112958e-06	0.0	1.44158024874e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	178961	2.49977839856e-06	7.11112519447e-05	2.2659937485e-05	8.71083726068e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	3073955	3.81500563979e-08	4.0678868977e-06	1.12826017286e-06	2.2919946129e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae	77883	1.6382470933e-08	0.0	8.33415440114e-07	0.0
Bacteria,Cyanobacteria,Chloroplast,Chlorophyta	3244303	1.94046479371e-08	0.0	9.87160805404e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax	38267	2.35661694441e-08	0.0	1.19886734787e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	300517	1.71643998271e-05	6.78426064892e-05	6.18485802999e-05	2.32102895647e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	176104	9.99341342201e-05	0.000266497872911	0.000282484007592	0.00012505933888
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	158458	0.0	1.91272695806e-06	0.0	1.07769955116e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	351388	0.0	2.15390836004e-06	0.0	1.21358987652e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	197832	7.53687006689e-09	2.82867589759e-06	3.83418588658e-07	2.23359319374e-07
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae	4336254	1.58111063567e-08	0.0	8.04348758916e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	180352	7.33396832826e-05	0.000179134215753	0.000188976191065	7.82185900099e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	182264	8.28996867492e-06	3.73263966109e-05	3.47078669809e-05	1.12186157388e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	277584	2.86474707965e-08	2.36754686998e-06	1.15360531256e-06	1.33396154029e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	184984	3.86143947066e-05	0.000114356952035	0.000112029236265	4.34195875802e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	185584	2.23035275225e-05	6.41899175771e-05	6.99515620828e-05	2.63971213453e-05
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium	729109	2.35661694441e-08	0.0	1.19886734787e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer	311561	1.82201762908e-08	3.35035280342e-06	9.26903902616e-07	1.8877099511e-07
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	555654	2.09368646912e-08	0.0	7.88040524616e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	352604	1.73192946102e-05	7.71752140284e-05	7.77970438819e-05	1.97883209979e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	215231	4.63597286449e-05	0.000107044826478	0.000126349734045	4.22021359268e-05
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales	3354149	2.35661694441e-08	0.0	1.19886734787e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	185519	1.93047539578e-08	0.0	9.82078959994e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	829745	0.0	2.77386973511e-06	0.0	1.56289853913e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	164744	3.04237749541e-08	0.0	1.1250760155e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia	3082361	1.13266331541e-08	5.39325085428e-06	5.76212892043e-07	3.03875260421e-07
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium	919014	9.55708319159e-09	0.0	4.86191657344e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae	199229	0.0	2.01735980735e-06	0.0	1.136653483e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	188316	1.49221283749e-05	5.01060858057e-05	4.81954644482e-05	1.68025381384e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	189820	2.31427089541e-05	9.06511684851e-05	0.000111014352301	2.37544103591e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	589989	4.00076602964e-06	5.70269909002e-05	3.18456542563e-05	1.12546326551e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	183703	5.52108563716e-06	3.72449934065e-05	2.59201255108e-05	9.53965172451e-06
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae	370788	3.29711997615e-08	0.0	9.97845719344e-07	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	809772	1.51316115799e-08	0.0	7.69781236056e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae	4434025	1.769027742e-08	0.0	8.99946680936e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	1541939	1.53346640141e-08	0.0	7.80110998553e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	175336	1.67392707456e-06	1.09500085016e-05	1.14129209314e-05	2.14317001748e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	207390	1.0726231518e-05	5.60743353528e-05	4.0616552616e-05	1.5570552525e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas	83705	1.87901107797e-08	3.08312644214e-06	9.55897831853e-07	1.73714495363e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	195828	0.000124486964037	0.000187259226519	0.000394151822125	8.55844374491e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio	585131	9.54928592732e-09	2.44750367773e-06	4.8579499188e-07	1.3790120978e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	16138	1.66339879498e-08	0.0	8.46210711723e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas	193899	1.81040317407e-08	0.0	9.20995351843e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	186130	2.44476795117e-06	1.77155013738e-05	1.73321619896e-05	3.09816265586e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,gnavus	267996	1.31601198361e-08	0.0	6.69486740428e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	194670	1.89974907538e-05	5.09362015005e-05	6.7125200906e-05	1.50214051739e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	187668	1.35417149543e-06	2.10561869868e-05	1.0272589991e-05	3.76162040715e-06
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella	143259	1.77602316162e-08	0.0	9.03505418041e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	184030	0.0	2.58885984773e-06	0.0	1.4586572768e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	313503	0.0	2.99932256737e-06	0.0	1.68992681941e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae	219113	3.35284438047e-08	0.0	1.20773463948e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4412540	0.00497116452529	0.0174799380285	0.0239475979656	0.00586677233957
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	375106	2.96553719921e-05	0.000104860755824	0.000119505216405	3.20013049633e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	520413	3.11609871279e-05	8.44973825315e-05	7.48365828187e-05	3.6974576617e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	323778	1.8987318038e-08	0.0	9.65930236282e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	4407278	1.53596658523e-08	0.0	7.813829018e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	176726	1.54697820085e-08	0.0	7.86984773773e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	174497	5.96543011442e-06	2.70981687671e-05	2.6542299241e-05	6.2512705391e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	322552	1.16679980158e-05	3.0332159338e-05	4.74154874695e-05	9.5441363084e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	195619	7.3994887299e-05	0.000148038161857	0.00017527768971	6.59949279117e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister	4364011	7.10061794938e-06	3.95796789767e-05	3.33068570902e-05	1.03953857907e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella	756496	1.54136045807e-08	0.0	7.84126893793e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7	174791	1.63949877834e-08	0.0	8.34052202197e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus	4301068	1.77097440251e-08	0.0	9.00936993652e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	187038	5.49064818561e-05	0.00012906975874	0.000146164342637	5.61884848891e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	341920	1.01479038723e-08	2.13849049636e-06	5.16248117061e-07	1.20490289447e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	332860	8.43836385629e-06	6.01024676751e-05	4.33370371114e-05	1.10147193168e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	183824	3.42990087745e-05	9.55270993157e-05	9.82867276713e-05	3.76033955593e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4396292	0.000171785731187	0.000418582295751	0.000364854033572	0.000232118076939
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	582007	1.09091508323e-07	7.15749871582e-06	2.70446299825e-06	5.19293362657e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	185502	9.18435029088e-06	5.14292782925e-05	3.64201166175e-05	1.55860151831e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	329703	3.5392775815e-05	0.000203986596579	0.000146470120773	4.14232429575e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	346474	3.19220331478e-06	2.92088904244e-05	2.00929987336e-05	5.60565411209e-06
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus	747620	3.92081197651e-08	0.0	1.22550312053e-06	0.0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum	72820	0.0	2.02799474261e-06	0.0	1.14264559019e-07
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	823745	1.62775303295e-08	0.0	8.28076860869e-07	0.0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium	348866	1.61597153873e-08	0.0	8.22083333259e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	670829	3.08402855259e-08	0.0	1.11621438048e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	410688	1.92183061592e-08	0.0	9.77681153924e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	364085	9.29333326568e-09	3.91505049467e-06	4.72774068417e-07	2.20588105536e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	106235	8.57880117221e-08	0.0	1.69775323657e-06	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter	3774029	1.17147190796e-09	0.0	5.95955750351e-08	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	191387	0.0	1.42522620779e-06	0.0	8.03023995642e-08
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	3465233	0.00921941997392	0.0147838861411	0.0248673474894	0.00587064711924
Bacteria,Firmicutes,Clostridia,Clostridiales	36892	0.000222966877097	0.000926717082097	0.00239782839506	0.000282353061289
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	191651	8.1721032427e-06	6.48490858225e-05	4.54792124954e-05	1.38916687337e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia	4335815	4.01596884889e-05	0.00351006032392	0.000122672787879	0.000257250009846
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	289183	8.25983522748e-08	3.08080457496e-06	1.92153565942e-06	2.45654014008e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	183252	1.8617126196e-08	0.0	9.47097692754e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	337511	2.52113054298e-05	0.00026099490154	9.55571570848e-05	3.16654091958e-05
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	2331530	4.53445726855e-05	0.000106523505334	0.000102348143705	5.04990339294e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	352747	1.85082906315e-08	0.0	9.41560967538e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	181121	2.10403782e-06	1.44289296685e-05	1.23584328631e-05	2.70700974206e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	320055	1.22964442667e-06	2.1678308145e-05	1.1833368964e-05	3.09597760845e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	338438	2.6341194694e-08	0.0	9.64962743656e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	4399781	1.56693516101e-08	2.91601237716e-06	7.9713735625e-07	1.64298684493e-07
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia	1981302	1.89719297209e-08	2.50302216661e-06	9.65147395823e-07	1.41029322253e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	583974	3.02997361184e-08	0.0	1.0968028882e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4405423	4.19331195038e-05	0.000115493710024	0.000121733858951	4.33201937019e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	191412	4.83363739888e-06	2.38433751004e-05	2.45317433664e-05	5.52086495565e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans	4232048	2.19493369908e-05	7.68554992847e-05	8.92758693297e-05	2.05254950763e-05
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas	851154	2.33777285179e-08	1.18307524954e-06	8.47037301638e-07	6.66587387207e-08
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	174300	1.50167661641e-05	6.48706796123e-05	5.01773909526e-05	2.0331800531e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	562825	4.00195361175e-08	3.10339896102e-06	1.46286001083e-06	1.74856722402e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	104511	1.53273617932e-08	0.0	7.79739517125e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae	4440064	1.07746462059e-08	5.39325085428e-06	5.48131997087e-07	3.03875260421e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	3671383	4.06791118792e-06	2.54743706697e-05	2.15056488672e-05	5.16686731529e-06
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces	4467439	1.81040317407e-08	0.0	9.20995351843e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4329132	3.03500274728e-05	0.000109689389919	0.000228547273789	4.16975898505e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina	298674	0.0	2.99932256737e-06	0.0	1.68992681941e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	526665	2.85088674169e-08	0.0	1.06247311051e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	328098	9.84253040565e-08	4.15613928501e-06	3.67599150388e-06	3.61939832479e-07
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	4430221	3.80006832719e-08	2.50402650007e-06	1.36673623374e-06	1.41085910032e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	327218	0.000154064654555	0.000288189377535	0.000326779174892	0.000154572100646
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	175898	2.90749368271e-08	2.97548815409e-06	1.04688083316e-06	1.67649764888e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus	193221	2.76615816678e-06	1.41106694733e-05	1.49868252228e-05	2.74293090297e-06
