Features	Feature IDs	Omnivore (mean)	Vegan (std)	Omnivore (std)	Vegan (mean)
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	352918	2.21020912877e-08	0.0	1.01110754029e-06	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae	851811	4.09647444075e-08	0.0	1.47870543234e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	91486	1.49165643465e-08	0.0	7.58841269466e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	182073	0.000277627584546	0.00127674772184	0.00109199520958	0.000635720139368
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio	299380	8.15905190511e-09	0.0	4.1507046539e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	70671	4.52512938227e-08	0.0	1.18058555348e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	520775	2.26278875031e-07	7.22479861922e-06	3.76575686613e-06	9.32717491065e-07
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae	1117992	1.63998606143e-08	0.0	8.3430009475e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	525698	4.05220937918e-08	0.0	1.46405662791e-06	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	4376649	1.34775979373e-05	6.07174819206e-05	4.16429518635e-05	2.37110943591e-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum	284177	5.17377543427e-08	0.0	1.5689811738e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	518016	1.15432747733e-08	0.0	5.87233968846e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	295737	0.000218917700858	0.00281853395285	0.00176413969395	0.000658500591529
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	332185	8.99502289886e-05	0.000187552705622	0.000222649183164	9.28529706564e-05
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter	132333	2.82863695521e-08	7.22479861922e-06	8.35071654647e-07	9.32717491065e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	68838	1.5685896572e-08	0.0	7.97979037994e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	196428	4.55133657126e-07	1.41508669667e-05	7.06632357908e-06	3.51275307564e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia	187265	1.10898139126e-06	4.82283739996e-05	1.14546942849e-05	1.21842000714e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	299997	1.63838607503e-08	0.0	8.33486143438e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	184512	1.58428842161e-08	0.0	8.05965374551e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7	184517	4.01041085456e-08	0.0	1.24020582435e-06	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	1123873	1.98056362008e-08	0.0	1.00756003649e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	181140	1.89831578143e-05	5.03518999815e-05	7.04854815089e-05	1.93919362145e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae	4392183	0.00017655485267	0.000271558706117	0.00067381534473	0.000112902084176
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	514028	0.0	5.76278922312e-06	0.0	7.43972889628e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	2113132	1.5685896572e-08	0.0	7.97979037994e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	524841	1.74166711994e-08	0.0	8.86027678746e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	811589	1.66339879498e-08	0.0	8.46210711723e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae	692284	2.10662403702e-08	0.0	1.07168998263e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	311128	2.09713061781e-08	0.0	1.06686045345e-06	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	190309	4.58276155094e-06	2.6050412775e-05	2.5015919668e-05	1.09129756747e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta	351163	4.77805722878e-08	0.0	1.24315626955e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4364405	0.00135664169042	0.00623944657117	0.0037935829992	0.00233333611392
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	199745	1.65671415328e-06	1.94943503556e-05	1.33378224834e-05	3.25279686797e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	278931	0.0	4.08884146482e-06	0.0	5.27867163284e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia	186471	6.89606775979e-07	1.03387228796e-05	8.3479045915e-06	2.25369122076e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter	4454586	0.000794207533579	0.000823367106967	0.00118234982814	0.000658714918954
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	588414	8.14609663869e-08	0.0	1.93111245961e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum	281047	3.28166623267e-06	1.0966247066e-05	8.59399543015e-05	1.99774622971e-06
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium	4384799	1.97914284273e-08	0.0	1.0068372531e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	311693	2.10862257513e-08	0.0	8.47836123574e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria	4470706	1.88760159691e-05	0.000323530167792	0.000103852708347	5.56782734406e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	260322	1.99829022292e-08	0.0	1.0165779829e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	166869	3.72004330512e-05	7.23741180627e-05	0.000100713133098	4.25379874018e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	2250345	1.21901292393e-07	4.4718643658e-06	2.37766330422e-06	5.77315207175e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4355086	0.0	3.95709132226e-06	0.0	5.10858293018e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	188127	0.000105646112938	0.000332078323264	0.000237022650569	0.0002109738198
Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae	913278	1.17658558909e-08	0.0	5.98557202131e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	4478391	1.19845330972e-08	0.0	6.09681834111e-07	0.0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia	4335447	3.50018784175e-08	0.0	1.25897392049e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	198468	1.7433330701e-05	0.00010390589882	5.93945223325e-05	2.33906098913e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	298557	3.64303308069e-07	2.05752481749e-05	5.46084137325e-06	5.4438399614e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	192093	1.61365612926e-05	5.26459202115e-05	6.02486407818e-05	2.08872336831e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	273651	1.5886542886e-08	0.0	8.08186395408e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae	31197	6.9823478287e-09	0.0	3.55208717444e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	180307	6.81834071003e-05	0.000193651150573	0.000218471591621	7.04401765278e-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	1116348	1.91297863993e-08	0.0	9.7317794223e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16	308507	2.23433514889e-08	0.0	1.13665967673e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	2386814	1.73610894097e-08	0.0	8.83200100304e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,johnsonii	311867	1.97894004093e-08	0.0	1.00673408298e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,marcescens	4343005	1.61942693048e-08	0.0	8.23841173601e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	327336	1.86341912962e-08	0.0	9.47965835177e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	305924	1.18720259396e-06	9.96476156433e-06	1.01564884601e-05	2.10280963618e-06
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces	355626	0.0	8.60785388635e-06	0.0	1.11126915828e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	213877	1.39078977696e-07	5.50520508677e-06	2.90702365311e-06	7.10718920617e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	174288	2.41266825752e-05	7.13258003361e-05	8.26349365309e-05	2.6969086725e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	195933	2.29218148671e-06	1.63139516798e-05	1.94796261237e-05	4.29280993368e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	762699	8.65726705434e-06	5.43060840896e-05	4.47473757029e-05	1.5125186637e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4473116	1.11153893908e-05	3.7025592557e-05	5.03496228237e-05	1.03268965184e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	193477	0.00603126461175	0.00916153391782	0.0151361979826	0.00530685754108
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae	3478707	7.11259584178e-09	0.0	3.6183474508e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4281639	0.00097509790094	0.00126284096543	0.0016677775719	0.000817710004672
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus	931950	1.04558035219e-07	0.0	2.29901345865e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	196713	7.50603170981e-08	0.0	1.74165895254e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales	368334	1.91297863993e-08	0.0	9.7317794223e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix	731149	2.2401665537e-08	0.0	1.13962625169e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	4408801	0.000208277243316	0.000397046868533	0.000505758083529	0.000243462212603
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	197144	2.61118230456e-05	8.96336814976e-05	0.000111956265064	2.8868089581e-05
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium	722376	0.00012345357962	0.00280845443133	0.000904812888111	0.000659516626211
Bacteria,Firmicutes,Clostridia,Clostridiales	297180	4.75894103775e-08	0.0	1.27298823819e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	4428676	0.000284424576334	0.000437867283126	0.00330545471948	0.000275216623655
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium	226906	0.0	1.16723100038e-05	0.0	1.50688874188e-06
Bacteria,Proteobacteria,Gammaproteobacteria	1110773	1.98056362008e-08	0.0	1.00756003649e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	177697	0.000293457337501	0.000388314727015	0.00249393846858	0.000246278080078
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	611914	9.29721752018e-08	7.56009052668e-06	2.23131918871e-06	9.76003490188e-07
Bacteria,Acidobacteria,Solibacteres,Solibacterales	241718	7.5436412091e-09	0.0	3.83763052841e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	177032	9.79962968415e-05	0.00097776668415	0.000415704480547	0.000259194298434
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	179573	1.31731936185e-06	2.26800716133e-05	1.40560959399e-05	3.51873503363e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	4357205	0.0002438172117	0.000252517353804	0.00182760841205	0.000228653881021
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	360995	0.000212664766566	0.000367534567248	0.000464226810324	0.000211093404006
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae	322223	8.30956242122e-08	4.3112331273e-06	1.80571736312e-06	5.56577803455e-07
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales	267607	1.61597153873e-08	0.0	8.22083333259e-07	0.0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia	1147637	1.9735304764e-08	0.0	1.00398210825e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	305494	9.8567766145e-08	0.0	2.10597720292e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	341766	2.23046438291e-08	0.0	1.13469052559e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	303797	1.27163653521e-06	1.65152881583e-05	9.97320898244e-06	3.74488891386e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	196508	5.32294268699e-07	1.44035721179e-05	7.87377397144e-06	2.29046932321e-06
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus	567960	1.09911079958e-08	5.30710329466e-06	5.59143925547e-07	6.85144089228e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	520369	3.74181864447e-08	1.83767091941e-05	1.35590748599e-06	2.37242295556e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae	2599837	1.08629526001e-05	0.000142128592917	4.56197723848e-05	3.18160374805e-05
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae	315846	0.00155203910876	0.00485144147795	0.0202918237655	0.00152699343797
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales	4348946	1.72640914132e-08	0.0	8.78265580457e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	721704	6.72218021585e-06	9.62985019388e-05	4.39553217801e-05	2.23905472424e-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae	4372421	7.11259584178e-09	0.0	3.6183474508e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4403095	2.9272383167e-08	0.0	1.11180314408e-06	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	1133471	2.13404569172e-05	3.81503568778e-05	5.65100938363e-05	1.63792473173e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	291518	4.84619740436e-08	0.0	1.29096268483e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister	162430	1.58111063567e-08	0.0	8.04348758916e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	263992	1.61632812516e-07	4.4718643658e-06	3.67063127752e-06	5.77315207175e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	274176	1.601100635e-08	0.0	8.14518149211e-07	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium	103410	8.56068435001e-09	4.93866912459e-06	4.35502467509e-07	6.37579442399e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus	4310024	1.96015994513e-08	4.32444695993e-06	9.97180199521e-07	5.58283701912e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	194875	0.000112137192105	0.000209837531437	0.000202031806265	0.00013265716821
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales	4466827	2.00860731229e-06	2.3238921667e-05	1.58926430918e-05	6.16354579146e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri	314613	7.12616507477e-08	0.0	1.48931151118e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	831922	6.81023281535e-07	1.67992896205e-05	7.6172051755e-06	4.59073950095e-06
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas	819647	2.81315501857e-08	0.0	1.023454955e-06	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	174978	4.21116080333e-06	3.49566776608e-05	2.43444633753e-05	7.77223901199e-06
Bacteria,Cyanobacteria,Chloroplast,Streptophyta	4433807	2.39850994551e-08	0.0	1.14268383064e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	319454	2.17715752882e-08	0.0	1.10757205521e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	191549	2.34884641827e-08	0.0	1.02319359385e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	195252	8.94699105646e-05	0.000562985772761	0.000619228002583	0.000176974042398
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	2170530	3.06178879115e-08	0.0	1.10209965015e-06	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus	4338003	1.98056362008e-08	0.0	1.00756003649e-06	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium	1129680	1.74583943766e-08	0.0	8.88150236465e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	350965	2.46252705989e-08	0.0	9.08587446536e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	1944498	0.00111036006346	0.00157675668395	0.00147797498068	0.00105428668146
Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus	4325003	2.10570526734e-08	0.0	1.07122258254e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta	2450394	1.60551290414e-08	0.0	5.79318484897e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,gnavus	263327	7.75617014776e-09	0.0	3.9457490776e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	111771	7.77468913591e-07	2.20470526923e-05	9.39162328487e-06	4.92460169104e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	341449	3.3797320621e-08	0.0	1.2221620052e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	1112139	1.73509508642e-08	0.0	8.82684328267e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,gnavus	348642	6.1157752616e-05	0.000146070783753	0.000231639940762	7.01145171445e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	3229554	0.0	4.08884146482e-06	0.0	5.27867163284e-07
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	544851	2.18084533447e-08	0.0	1.10944813006e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4303852	4.33294412475e-06	5.74529628254e-05	2.47430303083e-05	1.11826871619e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	188818	3.95691602268e-08	0.0	1.21146270514e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	295417	3.24299212372e-06	8.97379021422e-05	1.99909557108e-05	1.52775629659e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	188023	1.77488060467e-08	0.0	9.02924172023e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus	2902741	1.68097212742e-05	5.93109973511e-05	7.11354301408e-05	2.37480309193e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	308426	3.29972059298e-06	1.70295115023e-05	2.19299005699e-05	5.25251449451e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	4289859	1.98722515536e-06	4.55711672604e-05	5.45347058326e-05	7.47537459394e-06
