Features	Feature IDs	Omnivore (mean)	Vegan (std)	Omnivore (std)	Vegan (mean)
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae	988534	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,MB-A2-108,0319-7L14	4479944	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae	4479940	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicimonaceae	370251	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia	11544	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum	4341234	2.23295303531e-09	0.0	1.13595656252e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas	19398	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium	4470542	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia	4424924	0.0	0.0	0.0	0.0
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis	649518	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus	359103	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales	807854	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium	1134664	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae	623091	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	191468	1.98276813631e-08	0.0	9.31827261209e-07	0.0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae	4433034	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae	4362775	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella	842284	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae	247493	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae	584249	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	176062	0.000477952337288	0.00194079152623	0.00143735473906	0.000531231458415
Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae	967433	0.0	7.22479861922e-06	0.0	9.32717491065e-07
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae	554377	0.0	0.0	0.0	0.0
Bacteria,Chloroflexi,Ellin6529	256904	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	154270	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales	4429835	0.0	0.0	0.0	0.0
Bacteria,Planctomycetes,Phycisphaerae,WD2101	513586	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3	948191	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3	1032480	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae	4463771	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	2595969	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales	528829	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075	1136536	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteria-6,iii1-15	3078693	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae	256291	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae	1908097	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla	264994	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales	256127	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae	1072934	0.0	0.0	0.0	0.0
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Ellin506	4480292	0.0	0.0	0.0	0.0
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata	242145	0.0	0.0	0.0	0.0
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella	4017244	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum	244132	2.44353461876e-08	0.0	1.2430844456e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	193171	1.895052091e-08	0.0	9.64058278459e-07	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium	4310475	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,gnavus	263179	1.96754886245e-08	0.0	1.00093911831e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	178106	1.05354271404e-07	0.0	2.95968116552e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	174688	1.1186235257e-08	0.0	5.69070515554e-07	0.0
Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075	4397258	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira	356644	4.10886000978e-08	0.0	1.21359706748e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	1137375	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae	4474780	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus	564849	2.70583536403e-08	0.0	1.06878496667e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	305997	4.8540105294e-07	6.27138781763e-06	6.46445161899e-06	8.09632685843e-07
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,KD1-23	566480	1.36127975325e-08	0.0	6.92515536462e-07	0.0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales	1119470	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae	697769	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	110492	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus	609982	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae	621303	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	191067	1.21180120847e-08	0.0	6.16472229138e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae	617346	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	267502	0.0	0.0	0.0	0.0
Bacteria,Chloroflexi,S085	4444622	0.0	0.0	0.0	0.0
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus	350772	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter	4483172	0.0	0.0	0.0	0.0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia	4483174	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter	4400615	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	258232	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas	4327501	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	292255	3.93601660395e-06	6.92798483114e-05	3.83321632932e-05	1.58113497749e-05
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales	683458	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae	670399	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae	675143	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,sciuri	167618	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Solibacteres,Solibacterales	533472	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus	997942	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,ruber	578701	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum	1105860	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae	802787	1.63998606143e-08	0.0	8.3430009475e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales	458474	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Knoellia	810959	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae	371783	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae	4415360	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma	4359316	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,minor	4359317	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae	1145707	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,durum	4395346	0.0	0.0	0.0	0.0
Bacteria,Planctomycetes,OM190,CL500-15	4447546	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium	534265	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium	1750495	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteria-6,CCU21	3753076	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	3466725	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	3466726	0.0	0.0	0.0	0.0
Bacteria,Planctomycetes,Phycisphaerae,WD2101	810371	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae	1562631	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	112234	7.12328520476e-08	0.0	1.91933436059e-06	0.0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales	1091225	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	1125298	1.47959975939e-08	0.0	7.52707750682e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	531722	1.76571207857e-08	0.0	8.98259923728e-07	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus	808202	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae	561452	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae	934169	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria	4453317	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria	4453318	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter	4480882	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae	825474	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,p-75-a5	2936048	0.0	0.0	0.0	0.0
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma	2936045	0.0	0.0	0.0	0.0
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae	740729	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	183414	3.09290488261e-06	7.02937136621e-05	2.08033336108e-05	1.29373680573e-05
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus	4301566	0.0	0.0	0.0	0.0
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,DA101	225313	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus	529182	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales	2457239	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia	101940	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae	511320	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia	511321	1.27239925283e-08	0.0	6.47299902212e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,p-2534-18B5	218098	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales	323217	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales	4465431	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Acidobacteria-6,iii1-15	4450831	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,AKIW874	975953	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae	593162	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria	366176	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae	561844	0.0	0.0	0.0	0.0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae	813195	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella	3334943	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes	4337748	0.0	0.0	0.0	0.0
Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87	4393102	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	195496	7.48322392727e-08	5.46798693241e-06	2.60734654674e-06	7.0591407755e-07
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae	4335676	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	134365	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae	654724	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella	141108	1.769027742e-08	0.0	8.99946680936e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae	821579	2.23046438291e-08	0.0	1.13469052559e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae	555343	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales	320742	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium	81997	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	135947	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae	2231218	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales	1117097	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae	1117094	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,cosmopolitanus	682821	7.33656954342e-08	0.0	1.91109974081e-06	0.0
Bacteria,Acidobacteria,Acidobacteria-6,iii1-15	822748	1.3226953129e-09	0.0	6.72886709731e-08	0.0
Bacteria,Acidobacteria,Solibacteres,Solibacterales	322588	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae	4320423	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus	4370301	0.0	0.0	0.0	0.0
Bacteria,Verrucomicrobia	818177	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales	837514	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii	583307	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae	4304271	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067	218538	1.8007390251e-09	0.0	9.16078968347e-08	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	137845	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,CF231	296576	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	762854	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma	4332466	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	4322379	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae	259527	1.49194452157e-08	0.0	7.58987826164e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae	4324432	1.38000470609e-08	0.0	7.02041367379e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4368675	0.0	0.0	0.0	0.0
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Leptospirillaceae	123055	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae	217201	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia	226508	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter	150369	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter	4339772	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Solibacteres,Solibacterales	4339774	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa	4339777	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	310518	8.84959714952e-09	0.0	4.5020015194e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales	1112599	0.0	0.0	0.0	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	4475231	0.0	0.0	0.0	0.0
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter	843189	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Alphaproteobacteria	2912147	0.0	0.0	0.0	0.0
Bacteria,Armatimonadetes,0319-6E2	842858	0.0	0.0	0.0	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya	4401857	0.0	0.0	0.0	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa	521516	0.0	0.0	0.0	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	312619	2.64592303884e-08	0.0	8.01258499689e-07	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus	1001007	1.39626763976e-08	0.0	7.10314710319e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	300041	2.55970638481e-08	0.0	9.24670299624e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	350891	7.37750963973e-09	0.0	3.75311542958e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella	4324196	8.18304944252e-07	1.03906636309e-05	9.73759314861e-06	2.31926572336e-06
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae	26833	2.14666546539e-08	0.0	1.09206001398e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera	982266	4.85468454339e-08	0.0	1.42432184231e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	186876	1.10028482572e-06	3.51602091577e-05	1.2557987774e-05	7.41714239009e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	158906	1.82554833722e-08	0.0	9.28700058208e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus	4297391	9.21264888585e-09	0.0	4.68669461231e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria	165797	1.82030028365e-08	0.0	9.26030247965e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	180328	7.25713412625e-08	2.44048009939e-06	1.95295860245e-06	3.15064626056e-07
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	251465	2.78527805412e-08	0.0	1.00371829087e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	345753	2.70062436822e-08	0.0	1.14332335166e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales	146120	1.80862294993e-08	0.0	9.20089709288e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales	146122	1.19845330972e-08	0.0	6.09681834111e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4101782	4.20527033613e-08	0.0	1.51269247494e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	271626	1.83479668282e-07	0.000158037411987	3.50850759924e-06	2.04025421568e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	276016	1.09751802116e-08	0.0	5.58333641109e-07	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus	511795	2.18813458638e-08	0.0	1.11315634668e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	4372581	0.000142479458873	4.47011353474e-05	0.00654973478992	1.72336948059e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	181990	3.68080714099e-08	0.0	1.10359084469e-06	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae	4323379	2.4214289055e-08	0.0	9.11101821515e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	290211	1.63125904717e-08	0.0	8.29860454074e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	574290	1.08118911666e-07	7.4137704654e-06	2.28833207324e-06	9.57113651503e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,gnavus	184903	1.47992569352e-07	1.21642935656e-05	4.32845886479e-06	1.5704035466e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	356309	1.89310158892e-08	0.0	9.63066011447e-07	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus	540755	1.11626356045e-08	0.0	5.67869944846e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales	267044	1.80862294993e-08	0.0	9.20089709288e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	319262	1.53606563986e-06	1.30048418233e-05	1.26945940223e-05	3.85757613032e-06
Bacteria,Proteobacteria,Gammaproteobacteria,PYR10d3	2324087	4.53414365898e-07	7.90187059934e-05	6.86374653965e-06	1.02012710784e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter	4353757	4.30441378813e-07	1.22073588482e-05	7.41741683941e-06	2.24741460308e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	538947	5.92228960651e-06	6.90525461944e-05	4.36467770323e-05	1.84590516403e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	303627	2.68218863759e-08	0.0	7.88212949416e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	275707	1.4874057193e-08	0.0	7.56678829003e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	264684	0.0	3.78004526334e-06	0.0	4.88001745094e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis	4374084	1.42939900859e-05	6.11489041423e-05	4.817161976e-05	1.58508987616e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	265886	1.54904675388e-06	1.37465119093e-05	1.29757385422e-05	3.47584916533e-06
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales	570082	4.17381538777e-08	0.0	1.50145935106e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas	4477547	2.26725831559e-07	1.10104101735e-05	4.595756239e-06	1.42143784123e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	258522	0.0	5.4764764968e-06	0.0	7.07010075601e-07
